ID,CPU_LOAD,MEMORY_LOAD,DELAY,ERROR_1000,ERROR_1001,ERROR_1002,ERROR_1003,ROOT_CAUSE
505,1,1,0,0,1,1,0,DATABASE_ISSUE
506,1,0,0,0,0,0,0,NETWORK_DELAY
507,1,0,0,1,1,1,0,DATABASE_ISSUE
508,1,0,0,0,0,0,1,MEMORY
509,1,0,0,0,1,1,0,MEMORY
510,0,1,0,0,1,1,0,DATABASE_ISSUE
511,1,0,0,0,1,1,1,DATABASE_ISSUE
512,0,1,0,0,1,1,0,DATABASE_ISSUE
513,0,0,1,1,1,1,1,NETWORK_DELAY
514,1,0,1,0,1,1,0,DATABASE_ISSUE
515,1,0,0,0,1,1,0,DATABASE_ISSUE
516,1,0,0,0,0,1,0,DATABASE_ISSUE
517,1,1,1,0,0,0,1,MEMORY
518,0,0,1,1,1,0,0,NETWORK_DELAY
519,1,0,0,0,0,1,0,DATABASE_ISSUE
520,1,0,0,0,1,0,0,MEMORY
521,1,0,0,0,1,1,0,DATABASE_ISSUE
522,1,0,0,1,1,1,0,DATABASE_ISSUE
523,0,0,1,0,1,0,1,NETWORK_DELAY
524,0,1,0,0,0,0,1,MEMORY
525,0,0,0,1,0,0,1,NETWORK_DELAY
526,0,0,1,1,0,1,0,NETWORK_DELAY
527,0,0,0,0,1,1,0,DATABASE_ISSUE
528,1,1,0,0,1,0,1,MEMORY
529,1,0,0,1,0,1,0,DATABASE_ISSUE
530,0,0,1,1,0,0,0,NETWORK_DELAY
531,0,1,1,1,1,1,0,NETWORK_DELAY
532,0,0,1,0,1,0,0,NETWORK_DELAY
533,1,0,0,0,0,0,0,DATABASE_ISSUE
534,1,0,0,0,1,0,0,DATABASE_ISSUE
535,0,0,1,1,0,0,0,NETWORK_DELAY
536,0,0,0,0,1,0,0,NETWORK_DELAY
537,0,1,1,1,0,1,1,NETWORK_DELAY
538,1,1,0,0,1,0,1,MEMORY
539,1,1,1,1,1,0,1,MEMORY
540,1,1,0,0,1,1,1,MEMORY
541,1,0,1,1,0,0,0,NETWORK_DELAY
542,1,1,0,1,0,1,1,DATABASE_ISSUE
543,0,0,1,1,1,0,0,NETWORK_DELAY
544,1,0,0,1,1,0,1,DATABASE_ISSUE
545,0,0,1,1,1,0,1,NETWORK_DELAY
546,1,0,0,0,0,1,0,DATABASE_ISSUE
547,0,0,1,1,0,0,0,NETWORK_DELAY
548,0,1,0,0,0,0,0,MEMORY
549,1,0,0,0,0,1,1,DATABASE_ISSUE
550,0,1,0,0,0,0,1,MEMORY
551,0,0,1,1,0,0,1,NETWORK_DELAY
552,0,1,0,0,0,1,0,MEMORY
553,0,1,0,0,0,0,1,NETWORK_DELAY
554,0,0,1,0,0,0,0,NETWORK_DELAY
555,1,1,0,0,0,1,1,MEMORY
556,0,1,1,1,1,0,0,NETWORK_DELAY
557,1,0,0,1,1,1,1,DATABASE_ISSUE
558,1,1,1,1,0,0,0,DATABASE_ISSUE
559,1,0,1,1,0,0,0,NETWORK_DELAY
560,0,0,1,0,1,0,0,NETWORK_DELAY
561,1,1,0,0,1,0,0,MEMORY
562,1,0,0,0,0,0,1,MEMORY
563,1,0,0,0,0,0,0,DATABASE_ISSUE
564,0,0,0,0,1,0,0,DATABASE_ISSUE
565,1,1,1,0,0,1,0,DATABASE_ISSUE
566,1,1,0,0,1,0,0,MEMORY
567,1,0,0,0,1,0,0,DATABASE_ISSUE
568,1,1,1,1,1,1,0,NETWORK_DELAY
569,0,0,1,1,0,0,1,NETWORK_DELAY
570,0,0,0,0,0,0,0,MEMORY
571,1,0,0,0,1,1,0,DATABASE_ISSUE
572,0,0,0,1,0,1,0,NETWORK_DELAY
573,0,0,1,0,0,1,0,NETWORK_DELAY
574,1,1,0,0,1,0,1,DATABASE_ISSUE
575,1,0,0,0,1,0,0,DATABASE_ISSUE
576,1,1,1,0,0,1,1,DATABASE_ISSUE
577,0,0,1,1,0,1,0,NETWORK_DELAY
578,1,0,0,1,1,1,1,NETWORK_DELAY
579,1,0,0,0,1,0,0,DATABASE_ISSUE
580,0,1,1,1,0,1,1,NETWORK_DELAY
581,1,1,0,0,1,1,1,MEMORY
582,0,0,1,0,1,1,0,NETWORK_DELAY
583,0,0,0,0,0,1,0,DATABASE_ISSUE
584,1,0,0,1,1,1,0,DATABASE_ISSUE
585,0,0,1,1,0,1,1,NETWORK_DELAY
586,1,1,0,0,0,0,0,DATABASE_ISSUE
587,0,0,1,1,0,0,0,NETWORK_DELAY
588,0,0,1,1,1,1,0,NETWORK_DELAY
589,1,1,1,1,1,0,0,NETWORK_DELAY
590,1,1,0,1,0,1,0,DATABASE_ISSUE
591,1,1,0,1,1,1,0,DATABASE_ISSUE
592,1,0,0,1,1,1,0,DATABASE_ISSUE
593,0,0,0,0,0,0,1,DATABASE_ISSUE
594,1,1,0,0,1,0,1,MEMORY
595,0,1,1,0,1,0,0,MEMORY
596,0,0,0,0,0,0,1,DATABASE_ISSUE
597,0,0,0,1,0,0,0,NETWORK_DELAY
598,1,1,1,0,0,0,0,MEMORY
599,0,1,1,1,1,0,0,NETWORK_DELAY
600,1,0,0,0,1,1,0,DATABASE_ISSUE
601,0,0,0,0,1,0,1,MEMORY
602,0,0,0,0,0,0,1,MEMORY
603,0,1,1,0,0,1,1,MEMORY
604,0,1,0,1,1,0,1,MEMORY
605,1,1,0,1,0,1,0,NETWORK_DELAY
606,0,0,1,1,0,0,0,NETWORK_DELAY
607,1,0,0,1,1,0,0,NETWORK_DELAY
608,0,0,0,1,1,0,1,DATABASE_ISSUE
609,0,1,0,0,1,0,1,MEMORY
610,0,0,0,1,1,0,1,NETWORK_DELAY
611,1,0,0,0,0,0,1,MEMORY
612,1,0,1,0,0,0,0,DATABASE_ISSUE
613,0,1,0,0,0,1,1,MEMORY
614,0,1,1,0,0,1,0,DATABASE_ISSUE
615,1,0,1,0,1,0,0,NETWORK_DELAY
616,1,0,0,0,1,0,1,MEMORY
617,0,1,0,0,0,1,1,MEMORY
618,0,1,0,1,0,0,1,MEMORY
619,0,1,1,0,0,1,0,NETWORK_DELAY
620,0,1,0,0,0,0,0,MEMORY
621,0,1,1,1,1,0,0,NETWORK_DELAY
622,1,0,0,0,0,0,0,MEMORY
623,1,1,0,0,1,0,1,MEMORY
624,0,1,1,0,0,0,1,MEMORY
625,0,0,1,1,1,0,0,NETWORK_DELAY
626,0,1,0,0,0,1,1,MEMORY
627,0,1,0,0,0,0,1,MEMORY
628,0,0,1,0,0,1,0,NETWORK_DELAY
629,0,0,1,1,0,1,0,NETWORK_DELAY
630,0,0,0,0,0,0,1,MEMORY
631,1,1,0,0,0,0,0,DATABASE_ISSUE
632,1,1,1,0,0,1,1,MEMORY
633,1,1,0,0,0,1,1,MEMORY
634,1,1,1,1,0,0,0,NETWORK_DELAY
635,0,0,0,0,0,0,1,MEMORY
636,1,0,0,1,1,1,1,DATABASE_ISSUE
637,0,1,1,0,0,0,1,MEMORY
638,1,0,1,0,0,1,0,DATABASE_ISSUE
639,1,0,0,1,1,1,0,DATABASE_ISSUE
640,0,0,1,1,1,0,0,NETWORK_DELAY
641,1,0,0,0,1,0,1,NETWORK_DELAY
642,1,0,1,0,0,1,0,DATABASE_ISSUE
643,0,0,0,0,0,1,0,MEMORY
644,1,0,0,0,1,1,0,DATABASE_ISSUE
645,0,1,1,1,1,0,0,NETWORK_DELAY
646,0,0,1,0,0,0,0,NETWORK_DELAY
647,0,1,0,1,1,0,0,NETWORK_DELAY
648,1,1,1,1,1,1,0,DATABASE_ISSUE
649,0,0,1,0,0,0,0,NETWORK_DELAY
650,1,0,0,0,0,1,0,DATABASE_ISSUE
651,0,0,0,0,0,0,1,MEMORY
652,1,0,0,1,1,1,1,DATABASE_ISSUE
653,1,0,0,0,0,1,0,DATABASE_ISSUE
654,1,0,0,0,1,1,1,DATABASE_ISSUE
655,0,0,1,1,1,0,0,NETWORK_DELAY
656,0,1,0,1,0,1,0,MEMORY
657,0,0,1,0,1,0,1,NETWORK_DELAY
658,0,1,1,1,0,0,1,MEMORY
659,1,0,0,0,0,1,0,DATABASE_ISSUE
660,1,0,0,0,1,1,0,DATABASE_ISSUE
661,0,0,1,1,1,0,0,NETWORK_DELAY
662,1,1,0,0,0,1,1,MEMORY
663,1,0,0,0,0,1,0,DATABASE_ISSUE
664,0,1,0,0,0,1,1,MEMORY
665,0,1,1,1,0,1,1,NETWORK_DELAY
666,0,0,0,0,0,0,1,MEMORY
667,1,1,0,1,0,1,0,DATABASE_ISSUE
668,1,0,0,0,0,1,1,DATABASE_ISSUE
669,0,1,0,0,0,1,1,MEMORY
670,0,0,1,1,0,0,0,NETWORK_DELAY
671,1,1,0,1,1,0,1,MEMORY
672,1,1,1,0,0,1,0,DATABASE_ISSUE
673,0,1,0,0,0,0,1,MEMORY
674,1,1,0,0,1,0,1,DATABASE_ISSUE
675,0,0,1,1,1,0,0,NETWORK_DELAY
676,0,1,0,0,0,0,1,MEMORY
677,1,1,1,1,0,0,0,NETWORK_DELAY
678,1,0,1,1,1,0,0,NETWORK_DELAY
679,1,0,1,1,1,0,0,NETWORK_DELAY
680,0,0,1,1,0,0,0,NETWORK_DELAY
681,1,0,1,1,1,0,0,NETWORK_DELAY
682,1,1,0,1,0,1,1,MEMORY
683,0,0,1,1,1,0,0,NETWORK_DELAY
684,0,1,1,0,1,0,1,MEMORY
685,1,0,0,1,0,0,0,NETWORK_DELAY
686,0,0,1,0,0,1,0,NETWORK_DELAY
687,1,1,0,0,0,1,0,DATABASE_ISSUE
688,0,1,0,1,1,0,1,MEMORY
689,0,1,1,0,1,1,1,MEMORY
690,1,0,0,0,0,1,0,DATABASE_ISSUE
691,0,1,0,0,1,0,1,MEMORY
692,0,0,0,0,1,0,0,MEMORY
693,0,1,1,0,1,0,1,MEMORY
694,0,1,0,0,0,0,0,MEMORY
695,0,1,0,0,1,0,1,MEMORY
696,0,0,1,1,1,0,0,NETWORK_DELAY
697,1,0,0,0,0,0,0,DATABASE_ISSUE
698,0,0,0,0,0,0,0,MEMORY
699,1,1,0,1,0,1,1,MEMORY
700,1,1,0,0,1,1,0,MEMORY
701,0,1,0,0,0,0,1,MEMORY
702,0,1,0,1,0,1,1,MEMORY
703,0,0,0,0,0,0,0,NETWORK_DELAY
704,1,0,0,0,1,1,0,DATABASE_ISSUE
705,0,0,0,1,0,0,1,MEMORY
706,0,0,1,1,1,0,0,NETWORK_DELAY
707,0,0,1,1,0,0,0,NETWORK_DELAY
708,1,1,0,0,0,1,0,DATABASE_ISSUE
709,1,0,0,0,0,1,0,DATABASE_ISSUE
710,1,1,1,0,1,0,1,MEMORY
711,0,0,1,1,0,1,0,NETWORK_DELAY
712,0,0,1,1,0,0,0,NETWORK_DELAY
713,0,1,0,0,1,0,0,NETWORK_DELAY
714,1,1,0,0,1,1,0,DATABASE_ISSUE
715,1,1,1,0,0,1,0,DATABASE_ISSUE
716,1,0,0,0,1,1,0,DATABASE_ISSUE
717,0,1,0,0,0,0,0,MEMORY
718,0,0,0,0,1,0,1,MEMORY
719,0,1,0,1,1,0,1,MEMORY
720,0,0,1,1,1,1,1,NETWORK_DELAY
721,0,1,0,1,0,1,0,MEMORY
722,1,1,0,0,1,0,0,DATABASE_ISSUE
723,1,0,1,0,0,1,0,NETWORK_DELAY
724,1,0,0,0,1,1,0,DATABASE_ISSUE
725,1,0,0,0,0,1,0,DATABASE_ISSUE
726,0,0,1,1,1,0,0,NETWORK_DELAY
727,0,1,1,0,1,0,0,NETWORK_DELAY
728,0,0,0,0,1,0,0,NETWORK_DELAY
729,0,1,0,0,0,0,0,MEMORY
730,1,0,0,0,0,1,0,DATABASE_ISSUE
731,0,0,1,1,1,0,0,NETWORK_DELAY
732,1,0,0,0,0,0,0,MEMORY
733,1,0,1,0,0,1,0,DATABASE_ISSUE
734,1,0,0,0,1,0,0,DATABASE_ISSUE
735,0,0,0,0,1,0,1,DATABASE_ISSUE
736,1,1,0,0,1,1,1,DATABASE_ISSUE
737,1,0,0,0,1,0,0,DATABASE_ISSUE
738,0,0,1,1,0,1,1,NETWORK_DELAY
739,0,1,1,0,1,0,1,MEMORY
740,0,1,0,1,1,0,0,MEMORY
741,0,0,1,1,1,1,0,NETWORK_DELAY
742,0,1,0,1,1,1,0,DATABASE_ISSUE
743,0,1,1,0,0,1,0,DATABASE_ISSUE
744,1,1,1,0,1,0,1,MEMORY
745,1,0,0,0,1,1,1,DATABASE_ISSUE
746,0,0,1,1,0,0,0,NETWORK_DELAY
747,1,1,0,1,0,0,1,MEMORY
748,0,0,1,1,1,0,0,NETWORK_DELAY
749,1,0,1,0,0,1,0,DATABASE_ISSUE
750,0,0,1,1,0,0,0,NETWORK_DELAY
751,0,0,1,1,0,1,0,NETWORK_DELAY
752,0,1,0,0,0,1,1,MEMORY
753,1,1,1,1,0,1,1,DATABASE_ISSUE
754,0,0,1,0,0,0,1,NETWORK_DELAY
755,0,0,0,1,1,1,0,DATABASE_ISSUE
756,0,0,0,0,0,1,0,DATABASE_ISSUE
757,1,0,0,1,1,1,0,DATABASE_ISSUE
758,0,0,0,1,0,0,1,NETWORK_DELAY
759,0,1,1,0,1,0,0,NETWORK_DELAY
760,0,1,0,0,1,0,1,MEMORY
761,0,0,1,1,0,1,0,NETWORK_DELAY
762,0,0,1,1,0,0,0,NETWORK_DELAY
763,1,0,1,1,1,0,1,NETWORK_DELAY
764,0,0,0,0,1,1,0,DATABASE_ISSUE
765,1,0,1,1,1,0,0,NETWORK_DELAY
766,0,0,0,1,1,0,1,NETWORK_DELAY
767,0,1,0,0,0,0,1,MEMORY
768,1,0,0,0,0,1,0,DATABASE_ISSUE
769,0,1,0,0,0,0,1,MEMORY
770,0,1,0,0,0,0,0,MEMORY
771,1,1,1,1,0,1,0,DATABASE_ISSUE
772,0,1,1,0,1,1,1,MEMORY
773,0,1,0,1,0,0,0,NETWORK_DELAY
774,0,1,1,1,0,0,1,MEMORY
775,0,1,1,0,0,0,1,MEMORY
776,1,0,0,0,0,0,0,DATABASE_ISSUE
777,0,1,1,1,0,0,1,MEMORY
778,0,1,0,0,1,1,0,MEMORY
779,1,1,0,0,0,0,1,MEMORY
780,0,0,0,0,1,1,0,DATABASE_ISSUE
781,0,0,1,0,0,0,0,NETWORK_DELAY
782,0,1,1,0,0,1,1,MEMORY
783,1,1,0,0,1,1,0,DATABASE_ISSUE
784,1,0,0,0,1,1,0,DATABASE_ISSUE
785,1,0,0,0,1,1,1,MEMORY
786,1,0,0,0,1,1,0,DATABASE_ISSUE
787,0,1,1,0,0,1,0,MEMORY
788,0,0,1,1,0,0,0,NETWORK_DELAY
789,0,0,1,1,1,1,0,DATABASE_ISSUE
790,0,1,0,0,0,0,1,MEMORY
791,1,1,0,0,1,0,1,MEMORY
792,1,1,0,0,0,0,1,MEMORY
793,0,0,1,1,1,0,1,NETWORK_DELAY
794,1,0,1,0,1,0,1,MEMORY
795,1,0,1,1,1,0,0,NETWORK_DELAY
796,1,0,0,1,1,1,1,DATABASE_ISSUE
797,1,0,0,0,1,0,0,DATABASE_ISSUE
798,1,1,0,0,1,0,0,DATABASE_ISSUE
799,1,1,0,0,1,1,1,DATABASE_ISSUE
800,0,0,0,1,0,0,0,MEMORY
801,1,0,0,1,1,1,0,DATABASE_ISSUE
802,0,0,0,1,1,0,0,NETWORK_DELAY
803,1,1,0,0,0,0,0,MEMORY
804,0,1,0,0,1,0,1,MEMORY
805,1,1,0,0,1,1,0,DATABASE_ISSUE
806,1,0,0,0,0,0,0,NETWORK_DELAY
807,1,0,0,1,1,1,0,DATABASE_ISSUE
808,1,0,0,0,0,0,1,MEMORY
809,1,0,0,0,1,1,0,MEMORY
810,0,1,0,0,1,1,0,DATABASE_ISSUE
811,1,0,0,0,1,1,1,DATABASE_ISSUE
812,0,1,0,0,1,1,0,DATABASE_ISSUE
813,0,0,1,1,1,1,1,NETWORK_DELAY
814,1,0,1,0,1,1,0,DATABASE_ISSUE
815,1,0,0,0,1,1,0,DATABASE_ISSUE
816,1,0,0,0,0,1,0,DATABASE_ISSUE
817,1,1,1,0,0,0,1,MEMORY
818,0,0,1,1,1,0,0,NETWORK_DELAY
819,1,0,0,0,0,1,0,DATABASE_ISSUE
820,1,0,0,0,1,0,0,MEMORY
821,1,0,0,0,1,1,0,DATABASE_ISSUE
822,1,0,0,1,1,1,0,DATABASE_ISSUE
823,0,0,1,0,1,0,1,NETWORK_DELAY
824,0,1,0,0,0,0,1,MEMORY
825,0,0,0,1,0,0,1,NETWORK_DELAY
826,0,0,1,1,0,1,0,NETWORK_DELAY
827,0,0,0,0,1,1,0,DATABASE_ISSUE
828,1,1,0,0,1,0,1,MEMORY
829,1,0,0,1,0,1,0,DATABASE_ISSUE
830,0,0,1,1,0,0,0,NETWORK_DELAY
831,0,1,1,1,1,1,0,NETWORK_DELAY
832,0,0,1,0,1,0,0,NETWORK_DELAY
833,1,0,0,0,0,0,0,DATABASE_ISSUE
834,1,0,0,0,1,0,0,DATABASE_ISSUE
835,0,0,1,1,0,0,0,NETWORK_DELAY
836,0,0,0,0,1,0,0,NETWORK_DELAY
837,0,1,1,1,0,1,1,NETWORK_DELAY
838,1,1,0,0,1,0,1,MEMORY
839,1,1,1,1,1,0,1,MEMORY
840,1,1,0,0,1,1,1,MEMORY
841,1,0,1,1,0,0,0,NETWORK_DELAY
842,1,1,0,1,0,1,1,DATABASE_ISSUE
843,0,0,1,1,1,0,0,NETWORK_DELAY
844,1,0,0,1,1,0,1,DATABASE_ISSUE
845,0,0,1,1,1,0,1,NETWORK_DELAY
846,1,0,0,0,0,1,0,DATABASE_ISSUE
847,0,0,1,1,0,0,0,NETWORK_DELAY
848,0,1,0,0,0,0,0,MEMORY
849,1,0,0,0,0,1,1,DATABASE_ISSUE
850,0,1,0,0,0,0,1,MEMORY
851,0,0,1,1,0,0,1,NETWORK_DELAY
852,0,1,0,0,0,1,0,MEMORY
853,0,1,0,0,0,0,1,NETWORK_DELAY
854,0,0,1,0,0,0,0,NETWORK_DELAY
855,1,1,0,0,0,1,1,MEMORY
856,0,1,1,1,1,0,0,NETWORK_DELAY
857,1,0,0,1,1,1,1,DATABASE_ISSUE
858,1,1,1,1,0,0,0,DATABASE_ISSUE
859,1,0,1,1,0,0,0,NETWORK_DELAY
860,0,0,1,0,1,0,0,NETWORK_DELAY
861,1,1,0,0,1,0,0,MEMORY
862,1,0,0,0,0,0,1,MEMORY
863,1,0,0,0,0,0,0,DATABASE_ISSUE
864,0,0,0,0,1,0,0,DATABASE_ISSUE
865,1,1,1,0,0,1,0,DATABASE_ISSUE
866,1,1,0,0,1,0,0,MEMORY
867,1,0,0,0,1,0,0,DATABASE_ISSUE
868,1,1,1,1,1,1,0,NETWORK_DELAY
869,0,0,1,1,0,0,1,NETWORK_DELAY
870,0,0,0,0,0,0,0,MEMORY
871,1,0,0,0,1,1,0,DATABASE_ISSUE
872,0,0,0,1,0,1,0,NETWORK_DELAY
873,0,0,1,0,0,1,0,NETWORK_DELAY
874,1,1,0,0,1,0,1,DATABASE_ISSUE
875,1,0,0,0,1,0,0,DATABASE_ISSUE
876,1,1,1,0,0,1,1,DATABASE_ISSUE
877,0,0,1,1,0,1,0,NETWORK_DELAY
878,1,0,0,1,1,1,1,NETWORK_DELAY
879,1,0,0,0,1,0,0,DATABASE_ISSUE
880,0,1,1,1,0,1,1,NETWORK_DELAY
881,1,1,0,0,1,1,1,MEMORY
882,0,0,1,0,1,1,0,NETWORK_DELAY
883,0,0,0,0,0,1,0,DATABASE_ISSUE
884,1,0,0,1,1,1,0,DATABASE_ISSUE
885,0,0,1,1,0,1,1,NETWORK_DELAY
886,1,1,0,0,0,0,0,DATABASE_ISSUE
887,0,0,1,1,0,0,0,NETWORK_DELAY
888,0,0,1,1,1,1,0,NETWORK_DELAY
889,1,1,1,1,1,0,0,NETWORK_DELAY
890,1,1,0,1,0,1,0,DATABASE_ISSUE
891,1,1,0,1,1,1,0,DATABASE_ISSUE
892,1,0,0,1,1,1,0,DATABASE_ISSUE
893,0,0,0,0,0,0,1,DATABASE_ISSUE
894,1,1,0,0,1,0,1,MEMORY
895,0,1,1,0,1,0,0,MEMORY
896,0,0,0,0,0,0,1,DATABASE_ISSUE
897,0,0,0,1,0,0,0,NETWORK_DELAY
898,1,1,1,0,0,0,0,MEMORY
899,0,1,1,1,1,0,0,NETWORK_DELAY
900,1,0,0,0,1,1,0,DATABASE_ISSUE
901,1,0,0,1,1,1,0,DATABASE_ISSUE
902,0,0,0,1,1,0,0,NETWORK_DELAY
903,1,1,0,0,0,0,0,MEMORY
904,0,1,0,0,1,0,1,MEMORY
905,1,1,0,0,1,1,0,DATABASE_ISSUE
906,1,0,0,0,0,0,0,NETWORK_DELAY
907,1,0,0,1,1,1,0,DATABASE_ISSUE
908,1,0,0,0,0,0,1,MEMORY
909,1,0,0,0,1,1,0,MEMORY
910,0,1,0,0,1,1,0,DATABASE_ISSUE
911,1,0,0,0,1,1,1,DATABASE_ISSUE
912,0,1,0,0,1,1,0,DATABASE_ISSUE
913,0,0,1,1,1,1,1,NETWORK_DELAY
914,1,0,1,0,1,1,0,DATABASE_ISSUE
915,1,0,0,0,1,1,0,DATABASE_ISSUE
916,1,0,0,0,0,1,0,DATABASE_ISSUE
917,1,1,1,0,0,0,1,MEMORY
918,0,0,1,1,1,0,0,NETWORK_DELAY
919,1,0,0,0,0,1,0,DATABASE_ISSUE
920,1,0,0,0,1,0,0,MEMORY
921,1,0,0,0,1,1,0,DATABASE_ISSUE
922,1,0,0,1,1,1,0,DATABASE_ISSUE
923,0,0,1,0,1,0,1,NETWORK_DELAY
924,0,1,0,0,0,0,1,MEMORY
925,0,0,0,1,0,0,1,NETWORK_DELAY
926,0,0,1,1,0,1,0,NETWORK_DELAY
927,0,0,0,0,1,1,0,DATABASE_ISSUE
928,1,1,0,0,1,0,1,MEMORY
929,1,0,0,1,0,1,0,DATABASE_ISSUE
930,0,0,1,1,0,0,0,NETWORK_DELAY
931,0,1,1,1,1,1,0,NETWORK_DELAY
932,0,0,1,0,1,0,0,NETWORK_DELAY
933,1,0,0,0,0,0,0,DATABASE_ISSUE
934,1,0,0,0,1,0,0,DATABASE_ISSUE
935,0,0,1,1,0,0,0,NETWORK_DELAY
936,0,0,0,0,1,0,0,NETWORK_DELAY
937,0,1,1,1,0,1,1,NETWORK_DELAY
938,1,1,0,0,1,0,1,MEMORY
939,1,1,1,1,1,0,1,MEMORY
940,1,1,0,0,1,1,1,MEMORY
941,1,0,1,1,0,0,0,NETWORK_DELAY
942,1,1,0,1,0,1,1,DATABASE_ISSUE
943,0,0,1,1,1,0,0,NETWORK_DELAY
944,1,0,0,1,1,0,1,DATABASE_ISSUE
945,0,0,1,1,1,0,1,NETWORK_DELAY
946,1,0,0,0,0,1,0,DATABASE_ISSUE
947,0,0,1,1,0,0,0,NETWORK_DELAY
948,0,1,0,0,0,0,0,MEMORY
949,1,0,0,0,0,1,1,DATABASE_ISSUE
950,0,1,0,0,0,0,1,MEMORY
951,0,0,1,1,0,0,1,NETWORK_DELAY
952,0,1,0,0,0,1,0,MEMORY
953,0,1,0,0,0,0,1,NETWORK_DELAY
954,0,0,1,0,0,0,0,NETWORK_DELAY
955,1,1,0,0,0,1,1,MEMORY
956,0,1,1,1,1,0,0,NETWORK_DELAY
957,1,0,0,1,1,1,1,DATABASE_ISSUE
958,1,1,1,1,0,0,0,DATABASE_ISSUE
959,1,0,1,1,0,0,0,NETWORK_DELAY
960,0,0,1,0,1,0,0,NETWORK_DELAY
961,1,1,0,0,1,0,0,MEMORY
962,1,0,0,0,0,0,1,MEMORY
963,1,0,0,0,0,0,0,DATABASE_ISSUE
964,0,0,0,0,1,0,0,DATABASE_ISSUE
965,1,1,1,0,0,1,0,DATABASE_ISSUE
966,1,1,0,0,1,0,0,MEMORY
967,1,0,0,0,1,0,0,DATABASE_ISSUE
968,1,1,1,1,1,1,0,NETWORK_DELAY
969,0,0,1,1,0,0,1,NETWORK_DELAY
970,0,0,0,0,0,0,0,MEMORY
971,1,0,0,0,1,1,0,DATABASE_ISSUE
972,0,0,0,1,0,1,0,NETWORK_DELAY
973,0,0,1,0,0,1,0,NETWORK_DELAY
974,1,1,0,0,1,0,1,DATABASE_ISSUE
975,1,0,0,0,1,0,0,DATABASE_ISSUE
976,1,1,1,0,0,1,1,DATABASE_ISSUE
977,0,0,1,1,0,1,0,NETWORK_DELAY
978,1,0,0,1,1,1,1,NETWORK_DELAY
979,1,0,0,0,1,0,0,DATABASE_ISSUE
980,0,1,1,1,0,1,1,NETWORK_DELAY
981,1,1,0,0,1,1,1,MEMORY
982,0,0,1,0,1,1,0,NETWORK_DELAY
983,0,0,0,0,0,1,0,DATABASE_ISSUE
984,1,0,0,1,1,1,0,DATABASE_ISSUE
985,0,0,1,1,0,1,1,NETWORK_DELAY
986,1,1,0,0,0,0,0,DATABASE_ISSUE
987,0,0,1,1,0,0,0,NETWORK_DELAY
988,0,0,1,1,1,1,0,NETWORK_DELAY
989,1,1,1,1,1,0,0,NETWORK_DELAY
990,1,1,0,1,0,1,0,DATABASE_ISSUE
991,1,1,0,1,1,1,0,DATABASE_ISSUE
992,1,0,0,1,1,1,0,DATABASE_ISSUE
993,0,0,0,0,0,0,1,DATABASE_ISSUE
994,1,1,0,0,1,0,1,MEMORY
995,0,1,1,0,1,0,0,MEMORY
996,0,0,0,0,0,0,1,DATABASE_ISSUE
997,0,0,0,1,0,0,0,NETWORK_DELAY
998,1,1,1,0,0,0,0,MEMORY
999,0,1,1,1,1,0,0,NETWORK_DELAY
1000,1,0,0,0,1,1,0,DATABASE_ISSUE
